-0.21229,-0.29311
-0.23854,-0.29523
-0.2528,-0.29898
-0.26302,-0.30068
-0.27302,-0.30249
-0.28079,-0.30399
-0.31148,-0.30771
-0.31321,-0.3114
-0.30199,-0.31344
-0.29853,-0.31921
-0.30554,-0.31744
-0.32413,-0.3206
-0.31709,-0.32603
-0.3136,-0.33178
-0.30891,-0.33689
-0.31027,-0.33849
-0.32554,-0.34075
-0.32019,-0.34424
-0.31491,-0.34606
-0.30931,-0.34941
-0.3097,-0.34958
-0.33074,-0.35224
-0.33445,-0.354
-0.32765,-0.38546
-0.32051,-0.41903
-0.3273,-0.43596
-0.33085,-0.43902
-0.31853,-0.44334
-0.31542,-0.45078
-0.31034,-0.45973
-0.31041,-0.46463
-0.33163,-0.46737
-0.34551,-0.4677
-0.3448,-0.47035
-0.35357,-0.47132
-0.3509,-0.47136
-0.37582,-0.47725
-0.39372,-0.49517
-0.38581,-0.49947
-0.37643,-0.50494
-0.37356,-0.51215
-0.40432,-0.51837
-0.42162,-0.51194
-0.43481,-0.50844
-0.44702,-0.50915
-0.45896,-0.5094
-0.46822,-0.51309
-0.48267,-0.51543
-0.48922,-0.51981
-0.49887,-0.51977
-0.50717,-0.5178
-0.50767,-0.51935
-0.50709,-0.51865
-0.51767,-0.50828
-0.52543,-0.49643
-0.52771,-0.49244
-0.51275,-0.49234
-0.50825,-0.49234
-0.52228,-0.49234
-0.53027,-0.49234
0.08345,0.12313
0.06573,0.11424
0.06663,0.11266
0.07445,0.11869
0.06257,0.09692
0.06611,0.01248
0.06161,0.02342
0.05806,0.02917
0.0588,0.03264
0.06178,0.02493
0.06662,0.04616
0.06012,0.1591
0.05113,0.16539
0.0515,0.13446
0.04691,0.09746
0.03931,0.03487
0.04079,0.01975
0.05076,0.03999
0.03842,0.03076
0.03478,0.0324
0.05357,0.0446
0.07489,0.04344
0.08579,0.04679
0.13719,0.04651
0.20176,0.04411
0.21374,0.06049
0.18638,0.06922
0.18304,0.08563
0.1909,0.09366
0.19249,0.09399
0.21441,0.09533
0.21447,0.11655
0.22834,0.14665
0.21778,0.16552
0.23056,0.18051
0.22585,0.18166
0.24272,0.18082
0.23424,0.18017
0.23437,0.18269
0.23117,0.18351
0.2702,0.1912
0.25975,0.19047
0.25698,0.18902
0.25834,0.18618
0.27951,0.18476
0.29045,0.19361
0.28365,0.1983
0.27946,0.20355
0.2762,0.20707
0.27978,0.21017
0.28287,0.2135
0.27354,0.21353
0.26527,0.21543
0.28086,0.22026
0.26727,0.17463
0.27804,0.14999
0.26501,0.15257
0.28027,0.1597
0.27713,0.16374
0.2804,0.15891
0.03317,-0.14938
0.03031,-0.14684
0.03342,-0.14949
0.03494,-0.15102
0.03736,-0.14657
0.0314,-0.13821
0.02971,-0.13911
0.01706,-0.15408
0.03755,-0.16341
0.03752,-0.15428
0.03978,-0.16093
0.02797,-0.18573
0.02723,-0.19495
0.03739,-0.19946
0.03945,-0.20832
0.04068,-0.21105
0.03918,-0.20482
0.03451,-0.2141
0.03997,-0.22071
0.03567,-0.21132
0.02853,-0.22355
0.0192,-0.23141
0.01428,-0.23128
0.00776,-0.23016
0.02325,-0.23079
0.03247,-0.22845
0.02212,-0.22636
0.02247,-0.22725
0.01999,-0.2283
0.02486,-0.23137
0.02707,-0.23194
0.02199,-0.2324
0.00731,-0.23167
-0.0014,-0.23167
-0.01256,-0.23167
-0.01625,-0.2323
-0.01403,-0.22919
-0.01282,-0.22638
-0.02683,-0.2247
